Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
Defense Budget by Country (2025),https://www.globalfirepower.com/defense-spending-budget.php,Unknown,"Defense Budget, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
External Debt by Country (2025),https://www.globalfirepower.com/external-debt-by-country.php,Unknown,"External Debt, FINANCIALS Ranking, Ranking total, debt ratings, Country",-0.886422219,Negative,Likely Negative
Purchasing Power Parity (PPP) by Country (2025),https://www.globalfirepower.com/purchasing-power-parity.php,Unknown,"Power Parity, Purchasing Power, FINANCIALS Ranking, PPP, Ranking total",-0.683041098,Negative,Likely Negative
Reserves of Foreign Exchange and Gold by Country (2025),https://www.globalfirepower.com/reserves-of-foreign-exchange-and-gold.php,Unknown,"Foreign Exchange, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Total Serviceable Airports by Country (2025),https://www.globalfirepower.com/major-serviceable-airports-by-country.php,Unknown,"Serviceable Airports, Total Serviceable, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Labor Force Strength by Country (2025),https://www.globalfirepower.com/labor-force-by-country.php,Unknown,"Force Strength, Labor Force, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
"Total Ports, Harbors, and Terminals by Country (2025)",https://www.globalfirepower.com/major-ports-and-terminals.php,Unknown,"Total Ports, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Merchant Marine Fleet Strength by Country (2025),https://www.globalfirepower.com/merchant-marine-strength-by-country.php,Unknown,"Marine Fleet, Merchant Marine, Fleet Strength, LOGISTICS Ranking, fleet force",0.871996442,Positive,Likely Positive
Total Railway Coverage by Country (2025),https://www.globalfirepower.com/railway-coverage.php,Unknown,"Railway Coverage, Total Railway, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Total Roadway Coverage by Country (2025),https://www.globalfirepower.com/roadway-coverage.php,Unknown,"Roadway Coverage, Total Roadway, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Crude Oil Production by Country (2025),https://www.globalfirepower.com/oil-production-by-country.php,Unknown,"Oil Production, Crude Oil, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Crude Oil Consumption by Country (2025),https://www.globalfirepower.com/oil-consumption-by-country.php,Unknown,"Oil Consumption, Crude Oil, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Proven Oil Reserves by Country (2025),https://www.globalfirepower.com/proven-oil-reserves-by-country.php,Unknown,"Oil Reserves, Proven Oil, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Natural Gas Production by Country (2025),https://www.globalfirepower.com/natural-gas-production-by-country.php,Unknown,"Gas Production, Natural Gas, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Natural Gas Consumption by Country (2025),https://www.globalfirepower.com/natural-gas-consumption-by-country.php,Russia,"threatened Europe, Russia commenced, neighboring Ukraine, Natural Gas, Gas Consumption",-0.769072212,Negative,Likely Negative
Proven Natural Gas Reserves by Country (2025),https://www.globalfirepower.com/proven-natural-gas-reserves-by-country.php,Unknown,"Natural Gas, Gas Reserves, Proven Natural, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Coal Production by Country (2025),https://www.globalfirepower.com/coal-production-by-country.php,Unknown,"Coal Production, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Coal Consumption by Country (2025),https://www.globalfirepower.com/coal-consumption-by-country.php,Unknown,"Coal Consumption, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Proven Coal Reserves by Country (2025),https://www.globalfirepower.com/proven-coal-reserves-by-country.php,Unknown,"Coal Reserves, Proven Coal, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Total Square Land Area Coverage by Country (2025),https://www.globalfirepower.com/square-land-area.php,Unknown,"Square Land, Land Area, Area Coverage, country generally, Total Square",-0.001400062,Neutral,Likely Negative
Total Coastline Coverage by Country (2025),https://www.globalfirepower.com/coastline-coverage.php,Unknown,"Coastline Coverage, Total Coastline, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Total Shared Border Coverage by Country (2025),https://www.globalfirepower.com/border-coverage.php,Australia,"Border Coverage, GFP formula, complete distance, Shared Border, Coverage",-0.540700501,Negative,Likely Negative
Total Waterway Coverage by Country (2025),https://www.globalfirepower.com/waterway-coverage.php,Unknown,"Waterway Coverage, GFP formula, Coverage, usable water, water lanes",-0.536828502,Negative,Likely Negative
GlobalFirepower.com,https://www.globalfirepower.com/disclaimer.php,Unknown,"Additional Notes, Copyright Infringement, External Links, User-Submitted Content, GlobalFirepower.com Logo",-0.340020057,Negative,Likely Negative
GlobalFirepower.com,https://www.globalfirepower.com/privacy-policy.php,Unknown,"Party Advertisements, Google Adsense, Party, Advertisements, Stat Tracking",-0.168056536,Negative,Likely Negative
GlobalFirepower.com,https://www.globalfirepower.com/cookies.php,Unknown,"External Link, Analytical Tracking, External, Link, Site Targeting",-0.49727726,Negative,Likely Negative
Military Strength Comparisons for 2025,https://www.globalfirepower.com/countries-comparison.php,Argentina,"COMPARE NATIONS, Russia Sau, Congo Denmark, Congo Romania, Strength Comparisons",-0.389839768,Negative,Likely Negative
Unified Korea Military Strength,https://www.globalfirepower.com/unified-korea-military-strength.php,China,"Unified Korea, GFP review, Strength Rnk, annual GFP, Korea Military",-0.610881656,Negative,Likely Negative
2025 Afghanistan Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=afghanistan,Unknown,"LAND FORCES, NAVAL FORCES, NATURAL RESOURCES, Afghanistan Military, CIA World",0.032239363,Neutral,Likely Positive
2025 Albania Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=albania,Unknown,"Military Warships, World Directory, Albania Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Algeria Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=algeria,Unknown,"Military Warships, World Directory, Algeria Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Angola Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=angola,Unknown,"Military Warships, World Directory, Angola Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Argentina Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=argentina,Unknown,"Military Warships, World Directory, Argentina Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Armenia Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=armenia,Unknown,"LAND FORCES, NAVAL FORCES, NATURAL RESOURCES, Armenia Military, CIA World",0.032239363,Neutral,Likely Positive
2025 Australia Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=australia,Australia,"Military Warships, World Directory, Australia Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Austria Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=austria,Unknown,"LAND FORCES, NAVAL FORCES, NATURAL RESOURCES, Austria Military, CIA World",0.032239363,Neutral,Likely Positive
2025 Azerbaijan Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=azerbaijan,Unknown,"Military Warships, World Directory, Azerbaijan Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Bahrain Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=bahrain,Unknown,"Military Warships, World Directory, Bahrain Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Bangladesh Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=bangladesh,Unknown,"Military Warships, World Directory, Bangladesh Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Belarus Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=belarus,Unknown,"LAND FORCES, NAVAL FORCES, NATURAL RESOURCES, Belarus Military, CIA World",0.032239363,Neutral,Likely Positive
2025 Belgium Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=belgium,Unknown,"Military Warships, World Directory, Belgium Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Beliz Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=beliz,Unknown,"Military Warships, World Directory, Beliz Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Benin Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=benin,Unknown,"Military Warships, World Directory, Benin Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Bosnia and Herzegovina Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=bosnia-and-herzegovina,Unknown,"Military Warships, World Directory, sister-site World, HULL CLASSIFICATIONS, Herzegovina Military",0.801583599,Positive,Likely Positive
2025 Brazil Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=brazil,Brazil,"Military Warships, World Directory, Brazil Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Bulgaria Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=bulgaria,Unknown,"Military Warships, World Directory, Bulgaria Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Cambodia Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=cambodia,Unknown,"Military Warships, World Directory, Cambodia Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Canada Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=canada,Unknown,"Military Warships, World Directory, Canada Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
