Country,Trade Type,Partner Country,Value (Million USD),Year
kazakhstan,Import,Turkey,$2.04B,2023
kazakhstan,Import,Japan,$1.60B,2023
kazakhstan,Import,France,$1.30B,2023
kazakhstan,Import,Uzbekistan,$1.29B,2023
kazakhstan,Import,Italy,$1.24B,2023
kuwait,Import,China,$7.43B,2023
kuwait,Import,United States,$3.40B,2023
kuwait,Import,United Arab Emirates,$3.38B,2023
kuwait,Import,Japan,$2.30B,2023
kuwait,Import,India,$2.06B,2023
kuwait,Import,Saudi Arabia,$1.95B,2023
kuwait,Import,Germany,$1.65B,2023
kuwait,Import,Italy,$1.46B,2023
kuwait,Import,Switzerland,$1.06B,2023
kuwait,Import,France,$993.63M,2023
kyrgyzstan,Import,China,$5.35B,2023
kyrgyzstan,Import,Russia,$2.18B,2023
kyrgyzstan,Import,Kazakhstan,$837.81M,2023
kyrgyzstan,Import,South Korea,$550.73M,2023
kyrgyzstan,Import,Turkey,$451.65M,2023
kyrgyzstan,Import,United States,$424.67M,2023
kyrgyzstan,Import,Germany,$421.59M,2023
kyrgyzstan,Import,Uzbekistan,$403.22M,2023
kyrgyzstan,Import,Japan,$254.96M,2023
kyrgyzstan,Import,United Kingdom,$113.39M,2023
laos,Import,Thailand,$2.74B,2021
laos,Import,China,$1.33B,2021
laos,Import,Vietnam,$465.78M,2021
laos,Import,United States,$266.06M,2021
laos,Import,Switzerland,$261.29M,2021
laos,Import,Japan,$174.49M,2021
laos,Import,Australia,$99.82M,2021
laos,Import,Singapore,$64.54M,2021
laos,Import,South Korea,$62.66M,2021
laos,Import,India,$40.41M,2021
lebanon,Import,China,$2.09B,2023
lebanon,Import,Greece,$1.78B,2023
lebanon,Import,Switzerland,$1.75B,2023
lebanon,Import,Turkey,$1.38B,2023
lebanon,Import,Italy,$1.12B,2023
lebanon,Import,United States,$735.44M,2023
lebanon,Import,Egypt,$703.25M,2023
lebanon,Import,Russia,$586.28M,2023
lebanon,Import,Germany,$574.07M,2023
lebanon,Import,United Arab Emirates,$535.95M,2023
macao,Import,China,$6.15B,2021
macao,Import,France,$3.50B,2021
macao,Import,Italy,$2.12B,2021
macao,Import,Japan,$1.65B,2021
macao,Import,Switzerland,$1.52B,2021
macao,Import,United States,$1.32B,2021
macao,Import,Hong Kong,$711.71M,2021
macao,Import,United Kingdom,$345.48M,2021
macao,Import,Germany,$219.04M,2021
macao,Import,South Korea,$207.59M,2021
malaysia,Import,China,$64.78B,2024
malaysia,Import,Singapore,$36.13B,2024
malaysia,Import,United States,$27.60B,2024
malaysia,Import,Japan,$15.33B,2024
malaysia,Import,Indonesia,$13.52B,2024
malaysia,Import,Thailand,$12.14B,2024
malaysia,Import,South Korea,$12.09B,2024
malaysia,Import,Saudi Arabia,$8.15B,2024
malaysia,Import,Australia,$7.32B,2024
malaysia,Import,Germany,$7.06B,2024
maldives,Import,India,$544.75M,2023
maldives,Import,Oman,$527.60M,2023
maldives,Import,United Arab Emirates,$450.91M,2023
maldives,Import,China,$404.90M,2023
maldives,Import,Singapore,$321.61M,2023
maldives,Import,Malaysia,$205.20M,2023
maldives,Import,Sri Lanka,$162.27M,2023
maldives,Import,Thailand,$90.27M,2023
maldives,Import,United States,$81.35M,2023
maldives,Import,Germany,$74.63M,2023
mongolia,Import,China,$2.49B,2021
mongolia,Import,Russia,$1.96B,2021
mongolia,Import,Japan,$453.16M,2021
mongolia,Import,South Korea,$308.74M,2021
mongolia,Import,Germany,$222.74M,2021
mongolia,Import,United States,$213.49M,2021
mongolia,Import,Poland,$83.36M,2021
mongolia,Import,Vietnam,$79.72M,2021
mongolia,Import,Turkey,$71.20M,2021
mongolia,Import,France,$68.88M,2021
myanmar,Import,China,$5.09B,2023
myanmar,Import,Singapore,$3.70B,2023
myanmar,Import,Thailand,$2.10B,2023
myanmar,Import,Malaysia,$1.37B,2023
myanmar,Import,Indonesia,$1.19B,2023
myanmar,Import,South Korea,$553.43M,2023
myanmar,Import,India,$448.25M,2023
myanmar,Import,Vietnam,$293.35M,2023
myanmar,Import,Japan,$198.61M,2023
myanmar,Import,United States,$175.41M,2023
nepal,Import,India,$8.69B,2022
nepal,Import,China,$1.85B,2022
nepal,Import,Indonesia,$354.05M,2022
nepal,Import,United Arab Emirates,$321.81M,2022
nepal,Import,United States,$293.91M,2022
nepal,Import,Argentina,$236.02M,2022
nepal,Import,Australia,$142.06M,2022
nepal,Import,Ukraine,$137.46M,2022
nepal,Import,Malaysia,$123.75M,2022
nepal,Import,Qatar,$97.10M,2022
oman,Import,United Arab Emirates,$10.21B,2023
oman,Import,Saudi Arabia,$4.79B,2023
oman,Import,China,$2.83B,2023
oman,Import,India,$2.78B,2023
oman,Import,Qatar,$2.16B,2023
oman,Import,Kuwait,$1.74B,2023
oman,Import,United States,$1.35B,2023
oman,Import,Japan,$1.27B,2023
oman,Import,Brazil,$1.22B,2023
oman,Import,Germany,$669.64M,2023
palestine,Import,Israel,$4.75B,2022
palestine,Import,Turkey,$908.11M,2022
palestine,Import,China,$670.83M,2022
palestine,Import,Jordan,$333.18M,2022
palestine,Import,Egypt,$302.24M,2022
palestine,Import,Germany,$190.78M,2022
palestine,Import,India,$136.90M,2022
palestine,Import,Saudi Arabia,$133.81M,2022
palestine,Import,Italy,$127.23M,2022
palestine,Import,Switzerland,$111.96M,2022
pakistan,Import,China,$11.69B,2023
pakistan,Import,United Arab Emirates,$4.82B,2023
pakistan,Import,Saudi Arabia,$4.48B,2023
pakistan,Import,Indonesia,$3.49B,2023
pakistan,Import,Qatar,$3.30B,2023
pakistan,Import,Kuwait,$1.92B,2023
pakistan,Import,United States,$1.66B,2023
pakistan,Import,Singapore,$1.11B,2023
pakistan,Import,Japan,$1.02B,2023
pakistan,Import,Australia,$951.23M,2023
philippines,Import,China,$30.93B,2023
philippines,Import,Indonesia,$12.28B,2023
philippines,Import,Japan,$10.92B,2023
philippines,Import,United States,$9.11B,2023
philippines,Import,South Korea,$8.88B,2023
philippines,Import,Thailand,$8.19B,2023
philippines,Import,Singapore,$7.39B,2023
philippines,Import,Malaysia,$6.23B,2023
philippines,Import,Vietnam,$4.97B,2023
philippines,Import,Australia,$3.96B,2023
qatar,Import,United States,$5.01B,2023
qatar,Import,China,$4.55B,2023
qatar,Import,Italy,$2.02B,2023
qatar,Import,India,$1.77B,2023
qatar,Import,Germany,$1.76B,2023
qatar,Import,United Kingdom,$1.02B,2023
qatar,Import,Japan,$989.37M,2023
qatar,Import,France,$962.60M,2023
qatar,Import,Switzerland,$852.79M,2023
qatar,Import,Oman,$841.62M,2023
united-arab-emirates,Import,China,$77.42B,2023
united-arab-emirates,Import,India,$30.45B,2023
united-arab-emirates,Import,United States,$26.87B,2023
united-arab-emirates,Import,Turkey,$17.66B,2023
united-arab-emirates,Import,Japan,$15.17B,2023
united-arab-emirates,Import,Germany,$11.30B,2023
united-arab-emirates,Import,Switzerland,$11.21B,2023
united-arab-emirates,Import,Vietnam,$11.05B,2023
united-arab-emirates,Import,Italy,$10.07B,2023
united-arab-emirates,Import,Guinea,$9.05B,2023
uzbekistan,Import,China,$16.18B,2024
uzbekistan,Import,Russia,$12.45B,2024
uzbekistan,Import,Kazakhstan,$4.22B,2024
uzbekistan,Import,South Korea,$3.00B,2024
uzbekistan,Import,Turkey,$2.58B,2024
uzbekistan,Import,Germany,$1.49B,2024
uzbekistan,Import,Turkmenistan,$1.49B,2024
uzbekistan,Import,India,$1.29B,2024
uzbekistan,Import,Belarus,$765.89M,2024
uzbekistan,Import,Lithuania,$765.82M,2024
vietnam,Import,China,$117.65B,2022
vietnam,Import,South Korea,$62.05B,2022
vietnam,Import,Japan,$23.31B,2022
vietnam,Import,United States,$14.48B,2022
vietnam,Import,Thailand,$14.08B,2022
vietnam,Import,Australia,$10.11B,2022
vietnam,Import,Indonesia,$9.62B,2022
vietnam,Import,Malaysia,$9.09B,2022
vietnam,Import,India,$7.05B,2022
vietnam,Import,Kuwait,$6.56B,2022
yemen,Import,United Arab Emirates,$1.13B,2019
yemen,Import,China,$489.29M,2019
yemen,Import,Saudi Arabia,$304.43M,2019
yemen,Import,Oman,$257.95M,2019
yemen,Import,Turkey,$257.00M,2019
yemen,Import,Argentina,$254.25M,2019
yemen,Import,Brazil,$220.68M,2019
yemen,Import,India,$174.76M,2019
yemen,Import,Egypt,$148.37M,2019
yemen,Import,United States,$147.59M,2019
fiji,Import,Singapore,$795.20M,2023
fiji,Import,Australia,$478.70M,2023
fiji,Import,China,$466.07M,2023
fiji,Import,New Zealand,$422.96M,2023
fiji,Import,United States,$159.15M,2023
fiji,Import,Japan,$108.65M,2023
fiji,Import,India,$95.44M,2023
fiji,Import,Thailand,$84.08M,2023
fiji,Import,Malaysia,$75.66M,2023
fiji,Import,Indonesia,$51.74M,2023
kiribati,Import,Fiji,$28.31M,2021
kiribati,Import,China,$27.43M,2021
kiribati,Import,Australia,$25.22M,2021
kiribati,Import,Singapore,$22.51M,2021
kiribati,Import,New Zealand,$15.78M,2021
kiribati,Import,Vanuatu,$9.66M,2021
kiribati,Import,Japan,$8.22M,2021
kiribati,Import,Hong Kong,$5.98M,2021
kiribati,Import,Indonesia,$4.08M,2021
kiribati,Import,Denmark,$3.79M,2021
new-caledonia,Import,France,$649.83M,2015
new-caledonia,Import,China,$258.31M,2015
new-caledonia,Import,Singapore,$207.83M,2015
new-caledonia,Import,Malaysia,$169.52M,2015
new-caledonia,Import,South Korea,$157.36M,2015
new-caledonia,Import,Australia,$144.60M,2015
new-caledonia,Import,New Zealand,$120.58M,2015
new-caledonia,Import,United States,$109.04M,2015
new-caledonia,Import,Japan,$89.49M,2015
new-caledonia,Import,Thailand,$79.10M,2015
new-zealand,Import,China,$10.20B,2024
new-zealand,Import,Australia,$5.24B,2024
new-zealand,Import,United States,$4.92B,2024
new-zealand,Import,South Korea,$4.16B,2024
new-zealand,Import,Japan,$2.68B,2024
new-zealand,Import,Singapore,$2.34B,2024
new-zealand,Import,Germany,$1.95B,2024
new-zealand,Import,Thailand,$1.78B,2024
new-zealand,Import,Malaysia,$1.37B,2024
new-zealand,Import,United Kingdom,$1.37B,2024
papua-new-guinea,Import,Australia,$1.60B,2021
papua-new-guinea,Import,China,$780.78M,2021
papua-new-guinea,Import,Singapore,$678.82M,2021
papua-new-guinea,Import,Malaysia,$285.80M,2021
papua-new-guinea,Import,Indonesia,$190.02M,2021
papua-new-guinea,Import,Thailand,$157.34M,2021
papua-new-guinea,Import,Japan,$139.14M,2021
papua-new-guinea,Import,New Zealand,$122.43M,2021
papua-new-guinea,Import,India,$74.94M,2021
papua-new-guinea,Import,Hong Kong,$72.09M,2021
samoa,Import,Singapore,$109.82M,2023
samoa,Import,New Zealand,$100.15M,2023
samoa,Import,China,$59.45M,2023
samoa,Import,Fiji,$45.23M,2023
samoa,Import,Australia,$40.55M,2023
samoa,Import,United States,$37.85M,2023
samoa,Import,Japan,$17.46M,2023
samoa,Import,Thailand,$13.69M,2023
samoa,Import,Hong Kong,$12.78M,2023
samoa,Import,South Korea,$8.32M,2023
solomon-islands,Import,Australia,$109.58M,2018
solomon-islands,Import,Singapore,$97.82M,2018
solomon-islands,Import,China,$89.41M,2018
solomon-islands,Import,Malaysia,$77.79M,2018
solomon-islands,Import,Vietnam,$27.03M,2018
solomon-islands,Import,Japan,$26.52M,2018
solomon-islands,Import,New Zealand,$25.64M,2018
solomon-islands,Import,Indonesia,$18.31M,2018
solomon-islands,Import,Hong Kong,$14.65M,2018
solomon-islands,Import,Fiji,$14.47M,2018
tonga,Import,New Zealand,$62.42M,2014
tonga,Import,Singapore,$46.10M,2014
tonga,Import,United States,$23.68M,2014
tonga,Import,Japan,$17.46M,2014
tonga,Import,Fiji,$17.06M,2014
tonga,Import,China,$16.40M,2014
tonga,Import,Australia,$11.76M,2014
tonga,Import,Indonesia,$3.50M,2014
tonga,Import,Malaysia,$3.36M,2014
tonga,Import,Thailand,$3.09M,2014
vanuatu,Import,Australia,$83.27M,2011
vanuatu,Import,Singapore,$51.06M,2011
vanuatu,Import,New Zealand,$35.61M,2011
vanuatu,Import,Fiji,$22.41M,2011
vanuatu,Import,China,$19.43M,2011
vanuatu,Import,France,$10.00M,2011
vanuatu,Import,Japan,$7.29M,2011
vanuatu,Import,Thailand,$6.86M,2011
vanuatu,Import,New Caledonia,$4.93M,2011
vanuatu,Import,United States,$4.84M,2011
