Country,Year,GDP,Per Capita,Growth
nepal,2003,$6.33B,$246 ,3.95%
nepal,2002,$6.05B,$239 ,0.12%
nepal,2001,$6.01B,$241 ,4.80%
nepal,2000,$5.49B,$224 ,6.20%
nepal,1999,$5.03B,$208 ,4.41%
nepal,1998,$4.86B,$205 ,3.02%
nepal,1997,$4.92B,$212 ,5.05%
nepal,1996,$4.52B,$198 ,5.33%
nepal,1995,$4.40B,$197 ,3.47%
nepal,1994,$4.07B,$187 ,8.22%
nepal,1993,$3.66B,$172 ,3.85%
nepal,1992,$3.40B,$164 ,4.11%
nepal,1991,$3.92B,$195 ,6.37%
nepal,1990,$3.63B,$185 ,4.64%
nepal,1989,$3.53B,$184 ,4.33%
nepal,1988,$3.49B,$186 ,7.70%
nepal,1987,$2.96B,$161 ,1.70%
nepal,1986,$2.85B,$159 ,4.57%
nepal,1985,$2.62B,$149 ,6.14%
nepal,1984,$2.58B,$151 ,9.68%
nepal,1983,$2.45B,$146 ,-2.98%
nepal,1982,$2.40B,$147 ,3.78%
nepal,1981,$2.28B,$142 ,8.34%
nepal,1980,$1.95B,$125 ,-2.32%
nepal,1979,$1.85B,$121 ,2.37%
nepal,1978,$1.60B,$108 ,4.41%
nepal,1977,$1.38B,$95 ,3.02%
nepal,1976,$1.45B,$102 ,4.40%
nepal,1975,$1.58B,$113 ,1.46%
nepal,1974,$1.22B,$89 ,6.33%
nepal,1973,$0.97B,$73 ,-0.48%
nepal,1972,$1.02B,$78 ,3.12%
nepal,1971,$0.88B,$69 ,-1.20%
nepal,1970,$0.87B,$69 ,2.58%
nepal,1969,$0.79B,$64 ,4.46%
nepal,1968,$0.77B,$65 ,0.68%
nepal,1967,$0.84B,$72 ,-1.57%
nepal,1966,$0.91B,$79 ,7.04%
nepal,1965,$0.74B,$65 ,-1.20%
nepal,1964,$0.50B,$45 ,7.53%
nepal,1963,$0.50B,$46 ,1.90%
nepal,1962,$0.57B,$54 ,1.91%
nepal,1961,$0.53B,$51 ,1.91%
nepal,1960,$0.51B,$50 ,%
el-salvador,2023,$34.02B,"$5,344 ",3.51%
el-salvador,2022,$31.99B,"$5,048 ",2.80%
el-salvador,2021,$29.04B,"$4,600 ",11.90%
el-salvador,2020,$24.92B,"$3,960 ",-7.89%
el-salvador,2019,$26.88B,"$4,280 ",2.44%
el-salvador,2018,$26.02B,"$4,146 ",2.41%
el-salvador,2017,$24.98B,"$3,986 ",2.25%
el-salvador,2016,$24.19B,"$3,870 ",2.54%
el-salvador,2015,$23.44B,"$3,762 ",2.40%
el-salvador,2014,$22.59B,"$3,639 ",1.73%
el-salvador,2013,$21.99B,"$3,555 ",2.18%
el-salvador,2012,$21.39B,"$3,471 ",2.89%
el-salvador,2011,$20.28B,"$3,305 ",3.77%
el-salvador,2010,$18.45B,"$3,017 ",2.15%
el-salvador,2009,$17.60B,"$2,890 ",-2.11%
el-salvador,2008,$17.99B,"$2,964 ",2.15%
el-salvador,2007,$17.01B,"$2,815 ",1.85%
el-salvador,2006,$16.00B,"$2,651 ",4.34%
el-salvador,2005,$14.70B,"$2,434 ",2.68%
el-salvador,2004,$13.72B,"$2,274 ",0.89%
el-salvador,2003,$13.24B,"$2,197 ",1.57%
el-salvador,2002,$12.66B,"$2,107 ",1.57%
el-salvador,2001,$12.28B,"$2,051 ",0.88%
el-salvador,2000,$11.78B,"$1,978 ",1.13%
el-salvador,1999,$11.28B,"$1,905 ",2.16%
el-salvador,1998,$10.94B,"$1,858 ",2.65%
el-salvador,1997,$10.22B,"$1,750 ",3.14%
el-salvador,1996,$9.59B,"$1,654 ",0.81%
el-salvador,1995,$8.92B,"$1,552 ",4.73%
el-salvador,1994,$7.68B,"$1,349 ",4.69%
el-salvador,1993,$6.68B,"$1,186 ",5.82%
el-salvador,1992,$5.81B,"$1,047 ",7.02%
el-salvador,1991,$5.25B,$962 ,1.49%
el-salvador,1990,$4.82B,$898 ,4.83%
el-salvador,1989,$4.37B,$830 ,0.96%
el-salvador,1988,$4.19B,$810 ,1.88%
el-salvador,1987,$3.96B,$781 ,2.51%
el-salvador,1986,$3.77B,$759 ,0.19%
el-salvador,1985,$3.80B,$779 ,0.61%
el-salvador,1984,$3.66B,$766 ,1.34%
el-salvador,1983,$3.51B,$748 ,1.54%
el-salvador,1982,$3.40B,$739 ,-6.31%
el-salvador,1981,$3.44B,$756 ,-5.72%
el-salvador,1980,$3.57B,$793 ,-15.84%
el-salvador,1979,$3.46B,$781 ,-4.18%
el-salvador,1978,$3.13B,$720 ,5.32%
el-salvador,1977,$2.94B,$691 ,6.78%
el-salvador,1976,$2.33B,$559 ,5.05%
el-salvador,1975,$1.88B,$462 ,2.92%
el-salvador,1974,$1.67B,$418 ,5.34%
el-salvador,1973,$1.44B,$371 ,4.86%
el-salvador,1972,$1.26B,$333 ,6.12%
el-salvador,1971,$1.19B,$320 ,3.86%
el-salvador,1970,$1.13B,$313 ,2.98%
el-salvador,1969,$1.05B,$297 ,3.49%
el-salvador,1968,$1.01B,$293 ,3.24%
el-salvador,1967,$0.98B,$291 ,5.44%
el-salvador,1966,$0.93B,$285 ,7.16%
el-salvador,1965,$0.88B,$276 ,%
guinea,2023,$23.61B,"$1,664 ",7.06%
guinea,2022,$21.00B,"$1,515 ",4.70%
guinea,2021,$16.09B,"$1,189 ",3.90%
guinea,2020,$14.18B,"$1,074 ",4.92%
guinea,2019,$13.44B,"$1,044 ",5.62%
guinea,2018,$11.86B,$944 ,6.36%
guinea,2017,$10.32B,$843 ,10.30%
guinea,2016,$8.60B,$720 ,10.82%
guinea,2015,$8.79B,$756 ,3.83%
guinea,2014,$8.78B,$775 ,3.70%
guinea,2013,$8.38B,$758 ,3.95%
guinea,2012,$7.64B,$708 ,5.92%
guinea,2011,$6.79B,$645 ,5.61%
guinea,2010,$6.85B,$667 ,4.81%
guinea,2009,$6.72B,$670 ,-1.12%
guinea,2008,$6.96B,$712 ,4.13%
guinea,2007,$6.28B,$658 ,6.82%
guinea,2006,$4.22B,$452 ,1.19%
guinea,2005,$4.28B,$469 ,3.00%
guinea,2004,$5.30B,$592 ,2.34%
guinea,2003,$5.03B,$573 ,1.25%
guinea,2002,$4.30B,$501 ,5.16%
guinea,2001,$4.13B,$488 ,3.66%
guinea,2000,$4.37B,$524 ,2.50%
guinea,1999,$5.05B,$617 ,3.81%
guinea,1998,$5.23B,$655 ,3.64%
guinea,1997,$5.52B,$703 ,5.18%
guinea,1996,$5.64B,$734 ,4.46%
guinea,1995,$5.39B,$721 ,4.61%
guinea,1994,$4.93B,$679 ,3.97%
guinea,1993,$4.78B,$679 ,5.04%
guinea,1992,$4.79B,$701 ,3.27%
guinea,1991,$4.40B,$665 ,2.61%
guinea,1990,$3.89B,$612 ,4.32%
guinea,1989,$3.55B,$578 ,4.00%
guinea,1988,$3.48B,$582 ,6.31%
guinea,1987,$2.98B,$511 ,3.30%
guinea,1986,$2.91B,$513 ,3.11%
guinea,1985,$22.79B,"$4,119 ",5.00%
guinea,1984,$18.42B,"$3,410 ",1.40%
guinea,1983,$15.13B,"$2,864 ",1.30%
guinea,1982,$11.93B,"$2,306 ",1.80%
guinea,1981,$9.65B,"$1,904 ",0.61%
guinea,1980,$9.75B,"$1,960 ",2.60%
guinea,1979,$8.88B,"$1,817 ",-1.21%
guinea,1978,$8.09B,"$1,683 ",6.80%
guinea,1977,$6.91B,"$1,462 ",-3.35%
guinea,1976,$6.76B,"$1,452 ",7.92%
guinea,1975,$6.10B,"$1,330 ",2.88%
guinea,1974,$5.69B,"$1,260 ",5.25%
guinea,1973,$5.15B,"$1,159 ",1.57%
guinea,1972,$4.20B,$961 ,2.32%
guinea,1971,$3.59B,$836 ,5.37%
guinea,1970,$3.22B,$763 ,%
albania,,$B,,1.10%
albania,,$B,,2.95%
albania,,$B,,5.75%
albania,2023,$22.98B,"$8,368 ",3.44%
albania,2022,$18.92B,"$6,810 ",4.86%
albania,2021,$17.93B,"$6,377 ",8.91%
albania,2020,$15.16B,"$5,343 ",-3.30%
albania,2019,$15.40B,"$5,396 ",2.09%
albania,2018,$15.16B,"$5,288 ",4.02%
albania,2017,$13.02B,"$4,531 ",3.80%
albania,2016,$11.86B,"$4,124 ",3.32%
albania,2015,$11.39B,"$3,953 ",2.22%
albania,2014,$13.23B,"$4,579 ",1.77%
albania,2013,$12.78B,"$4,413 ",1.00%
albania,2012,$12.32B,"$4,248 ",1.42%
albania,2011,$12.89B,"$4,437 ",2.55%
albania,2010,$11.93B,"$4,094 ",3.71%
albania,2009,$12.04B,"$4,114 ",3.35%
albania,2008,$12.88B,"$4,371 ",7.50%
albania,2007,$10.68B,"$3,595 ",5.98%
albania,2006,$8.90B,"$2,973 ",5.90%
albania,2005,$8.05B,"$2,674 ",5.53%
albania,2004,$7.18B,"$2,374 ",5.51%
albania,2003,$5.61B,"$1,846 ",5.53%
albania,2002,$4.35B,"$1,425 ",4.54%
albania,2001,$3.92B,"$1,282 ",8.29%
albania,2000,$3.48B,"$1,127 ",6.95%
albania,1999,$3.21B,"$1,033 ",12.89%
albania,1998,$2.55B,$814 ,8.83%
albania,1997,$2.26B,$717 ,-10.92%
albania,1996,$3.20B,"$1,010 ",9.10%
albania,1995,$2.39B,$751 ,13.32%
albania,1994,$1.88B,$586 ,8.30%
albania,1993,$1.19B,$367 ,9.56%
albania,1992,$0.65B,$201 ,-7.19%
albania,1991,$1.10B,$337 ,-28.00%
albania,1990,$2.03B,$617 ,-9.58%
albania,1989,$2.25B,$698 ,9.84%
albania,1988,$2.05B,$653 ,-1.42%
albania,1987,$2.08B,$675 ,-0.79%
albania,1986,$2.10B,$694 ,5.64%
albania,1985,$1.90B,$640 ,1.78%
albania,1984,$1.86B,$639 ,-1.25%
botswana,2023,$19.40B,"$7,250 ",2.73%
botswana,2022,$20.32B,"$7,726 ",5.49%
botswana,2021,$18.75B,"$7,244 ",11.92%
botswana,2020,$14.96B,"$5,875 ",-8.73%
botswana,2019,$16.73B,"$6,691 ",3.03%
botswana,2018,$17.03B,"$6,948 ",4.19%
botswana,2017,$16.11B,"$6,705 ",4.11%
botswana,2016,$15.08B,"$6,412 ",7.20%
botswana,2015,$13.53B,"$5,870 ",-4.85%
botswana,2014,$15.47B,"$6,844 ",5.69%
botswana,2013,$14.27B,"$6,437 ",11.10%
botswana,2012,$13.91B,"$6,393 ",-0.17%
botswana,2011,$15.11B,"$7,081 ",6.84%
botswana,2010,$12.64B,"$6,042 ",10.12%
botswana,2009,$10.12B,"$4,938 ",-14.14%
botswana,2008,$10.73B,"$5,346 ",3.25%
botswana,2007,$10.57B,"$5,372 ",5.79%
botswana,2006,$9.92B,"$5,143 ",8.36%
botswana,2005,$9.92B,"$5,240 ",4.56%
botswana,2004,$8.96B,"$4,818 ",2.71%
botswana,2003,$7.51B,"$4,112 ",4.63%
botswana,2002,$5.44B,"$3,030 ",6.07%
botswana,2001,$5.49B,"$3,116 ",0.25%
botswana,2000,$5.79B,"$3,352 ",1.99%
botswana,1999,$5.48B,"$3,242 ",9.67%
botswana,1998,$4.79B,"$2,893 ",0.44%
botswana,1997,$5.02B,"$3,100 ",8.33%
botswana,1996,$4.85B,"$3,064 ",5.83%
botswana,1995,$4.73B,"$3,065 ",7.03%
botswana,1994,$4.26B,"$2,833 ",3.63%
botswana,1993,$4.16B,"$2,845 ",1.92%
botswana,1992,$4.15B,"$2,919 ",2.92%
botswana,1991,$3.94B,"$2,856 ",7.46%
botswana,1990,$3.79B,"$2,826 ",6.77%
botswana,1989,$3.08B,"$2,369 ",13.06%
botswana,1988,$2.64B,"$2,097 ",19.45%
botswana,1987,$1.97B,"$1,610 ",11.88%
botswana,1986,$1.39B,"$1,181 ",8.17%
botswana,1985,$1.11B,$979 ,7.13%
botswana,1984,$1.24B,"$1,129 ",8.55%
botswana,1983,$1.17B,"$1,105 ",13.15%
botswana,1982,$1.01B,$992 ,12.17%
botswana,1981,$1.07B,"$1,093 ",9.06%
botswana,1980,$1.06B,"$1,130 ",11.99%
botswana,1979,$0.82B,$918 ,12.15%
botswana,1978,$0.59B,$695 ,14.33%
botswana,1977,$0.45B,$560 ,12.01%
botswana,1976,$0.37B,$485 ,10.65%
botswana,1975,$0.36B,$488 ,8.45%
botswana,1974,$0.31B,$443 ,8.80%
botswana,1973,$0.24B,$371 ,21.30%
botswana,1972,$0.16B,$262 ,26.36%
botswana,1971,$0.13B,$211 ,25.82%
botswana,1970,$0.10B,$163 ,17.12%
botswana,1969,$0.08B,$132 ,15.12%
botswana,1968,$0.07B,$114 ,10.57%
botswana,1967,$0.06B,$101 ,5.92%
botswana,1966,$0.05B,$90 ,6.34%
botswana,1965,$0.05B,$80 ,5.81%
botswana,1964,$0.04B,$74 ,6.83%
botswana,1963,$0.04B,$69 ,5.92%
botswana,1962,$0.04B,$66 ,6.67%
botswana,1961,$0.03B,$63 ,6.34%
botswana,1960,$0.03B,$59 ,%
kyrgyz-republic,,$B,,2.79%
kyrgyz-republic,,$B,,13.20%
kyrgyz-republic,,$B,,3.30%
kyrgyz-republic,2023,$13.99B,"$1,970 ",6.15%
kyrgyz-republic,2022,$12.13B,"$1,740 ",8.97%
kyrgyz-republic,2021,$9.25B,"$1,366 ",5.51%
kyrgyz-republic,2020,$8.27B,"$1,257 ",-7.15%
kyrgyz-republic,2019,$9.37B,"$1,452 ",4.60%
kyrgyz-republic,2018,$8.27B,"$1,308 ",3.76%
kyrgyz-republic,2017,$7.70B,"$1,243 ",4.74%
kyrgyz-republic,2016,$6.81B,"$1,121 ",4.34%
kyrgyz-republic,2015,$6.68B,"$1,121 ",3.88%
kyrgyz-republic,2014,$7.47B,"$1,280 ",4.02%
kyrgyz-republic,2013,$7.34B,"$1,282 ",10.92%
kyrgyz-republic,2012,$6.61B,"$1,178 ",-0.09%
kyrgyz-republic,2011,$6.20B,"$1,124 ",5.96%
kyrgyz-republic,2010,$4.79B,$880 ,-0.47%
kyrgyz-republic,2009,$4.69B,$871 ,2.89%
kyrgyz-republic,2008,$5.14B,$966 ,8.40%
kyrgyz-republic,2007,$3.80B,$722 ,8.54%
kyrgyz-republic,2006,$2.83B,$543 ,3.10%
kyrgyz-republic,2005,$2.46B,$477 ,-0.18%
kyrgyz-republic,2004,$2.21B,$433 ,7.03%
kyrgyz-republic,2003,$1.92B,$381 ,7.03%
kyrgyz-republic,2002,$1.61B,$322 ,-0.02%
kyrgyz-republic,2001,$1.53B,$308 ,5.32%
kyrgyz-republic,2000,$1.37B,$280 ,5.44%
kyrgyz-republic,1999,$1.25B,$258 ,3.66%
kyrgyz-republic,1998,$1.65B,$345 ,2.12%
kyrgyz-republic,1997,$1.77B,$376 ,9.92%
kyrgyz-republic,1996,$1.83B,$395 ,7.08%
kyrgyz-republic,1995,$1.66B,$364 ,-5.42%
kyrgyz-republic,1994,$1.68B,$372 ,-20.09%
kyrgyz-republic,1993,$2.03B,$449 ,-15.46%
kyrgyz-republic,1992,$2.32B,$513 ,-13.84%
kyrgyz-republic,1991,$2.57B,$576 ,-7.94%
kyrgyz-republic,1990,$2.68B,$609 ,5.70%
namibia,2023,$12.35B,"$4,743 ",4.16%
namibia,2022,$12.57B,"$4,896 ",5.35%
namibia,2021,$12.40B,"$4,902 ",3.60%
namibia,2020,$10.58B,"$4,252 ",-8.10%
namibia,2019,$12.54B,"$5,126 ",-0.84%
namibia,2018,$13.68B,"$5,687 ",1.06%
namibia,2017,$12.90B,"$5,454 ",-1.03%
namibia,2016,$10.72B,"$4,615 ",0.03%
namibia,2015,$11.34B,"$4,966 ",4.26%
namibia,2014,$12.44B,"$5,544 ",6.09%
namibia,2013,$12.04B,"$5,463 ",5.61%
namibia,2012,$13.04B,"$6,017 ",5.06%
namibia,2011,$12.52B,"$5,873 ",5.09%
namibia,2010,$11.43B,"$5,445 ",6.04%
namibia,2009,$8.94B,"$4,323 ",0.30%
namibia,2008,$8.61B,"$4,222 ",2.65%
namibia,2007,$8.84B,"$4,395 ",5.37%
namibia,2006,$8.00B,"$4,028 ",7.07%
namibia,2005,$7.25B,"$3,693 ",2.53%
namibia,2004,$6.61B,"$3,408 ",12.27%
namibia,2003,$4.93B,"$2,572 ",4.24%
namibia,2002,$3.35B,"$1,773 ",4.79%
namibia,2001,$3.56B,"$1,916 ",1.18%
namibia,2000,$3.92B,"$2,156 ",3.49%
namibia,1999,$3.87B,"$2,175 ",3.37%
namibia,1998,$3.87B,"$2,231 ",3.29%
namibia,1997,$4.15B,"$2,454 ",4.22%
namibia,1996,$3.99B,"$2,418 ",3.19%
namibia,1995,$3.98B,"$2,478 ",3.90%
namibia,1994,$3.67B,"$2,353 ",1.73%
namibia,1993,$3.25B,"$2,153 ",-1.58%
namibia,1992,$3.43B,"$2,346 ",7.19%
namibia,1991,$3.00B,"$2,117 ",8.17%
namibia,1990,$2.79B,"$2,038 ",2.05%
namibia,1989,$2.54B,"$1,968 ",1.86%
namibia,1988,$2.50B,"$2,066 ",0.81%
namibia,1987,$2.30B,"$1,974 ",3.55%
namibia,1986,$1.81B,"$1,604 ",4.77%
namibia,1985,$1.61B,"$1,471 ",0.46%
namibia,1984,$1.95B,"$1,837 ",-0.24%
namibia,1983,$2.30B,"$2,224 ",-1.82%
namibia,1982,$2.12B,"$2,107 ",-0.40%
namibia,1981,$2.25B,"$2,279 ",0.97%
namibia,1980,$2.42B,"$2,482 ",%
maldives,2023,$6.60B,"$12,667 ",3.97%
maldives,2022,$6.17B,"$11,781 ",13.91%
maldives,2021,$5.25B,"$10,076 ",37.69%
maldives,2020,$3.71B,"$7,217 ",-32.91%
maldives,2019,$5.73B,"$11,350 ",7.30%
maldives,2018,$5.40B,"$11,035 ",8.67%
maldives,2017,$4.82B,"$10,195 ",7.05%
maldives,2016,$4.41B,"$9,708 ",6.57%
maldives,2015,$4.13B,"$9,480 ",3.97%
maldives,2014,$3.70B,"$8,872 ",7.80%
maldives,2013,$3.30B,"$8,223 ",6.96%
maldives,2012,$2.89B,"$7,447 ",2.36%
maldives,2011,$2.77B,"$7,409 ",8.57%
maldives,2010,$2.59B,"$7,158 ",6.84%
maldives,2009,$2.35B,"$6,719 ",-8.16%
maldives,2008,$2.27B,"$6,743 ",8.98%
maldives,2007,$1.87B,"$5,747 ",7.12%
maldives,2006,$1.58B,"$5,010 ",23.61%
maldives,2005,$1.16B,"$3,789 ",-11.22%
maldives,2004,$1.23B,"$4,061 ",5.82%
maldives,2003,$1.05B,"$3,540 ",13.75%
maldives,2002,$0.90B,"$3,069 ",7.27%
maldives,2001,$0.87B,"$3,028 ",-3.94%
maldives,2000,$0.62B,"$2,210 ",3.85%
maldives,1999,$0.59B,"$2,119 ",6.18%
maldives,1998,$0.54B,"$1,973 ",7.49%
maldives,1997,$0.51B,"$1,889 ",8.40%
maldives,1996,$0.45B,"$1,707 ",7.86%
maldives,1995,$0.40B,"$1,545 ",12.99%
maldives,1994,$0.36B,"$1,412 ",7.75%
maldives,1993,$0.32B,"$1,311 ",5.56%
maldives,1992,$0.28B,"$1,191 ",6.67%
maldives,1991,$0.24B,"$1,053 ",1.44%
maldives,1990,$0.22B,$956 ,16.95%
maldives,1989,$0.19B,$870 ,9.33%
maldives,1988,$0.17B,$798 ,8.73%
maldives,1987,$0.14B,$691 ,8.83%
maldives,1986,$0.14B,$719 ,9.36%
maldives,1985,$0.13B,$668 ,15.42%
maldives,1984,$0.11B,$594 ,26.96%
maldives,1983,$0.06B,$322 ,16.26%
maldives,1982,$0.05B,$275 ,-3.01%
maldives,1981,$0.04B,$264 ,11.76%
maldives,1980,$0.04B,$258 ,18.57%
maldives,1979,$0.04B,$240 ,10.66%
maldives,1978,$0.02B,$156 ,14.68%
maldives,1977,$0.02B,$137 ,11.25%
maldives,1976,$0.02B,$152 ,0.60%
maldives,1975,$0.02B,$171 ,-7.99%
maldives,1974,$0.04B,$282 ,5.73%
maldives,1973,$0.03B,$229 ,1.58%
maldives,1972,$0.03B,$192 ,2.42%
maldives,1971,$0.02B,$170 ,5.21%
maldives,1970,$0.02B,$157 ,%
burundi,2023,$2.64B,$200 ,2.70%
burundi,2022,$3.34B,$259 ,1.85%
burundi,2021,$2.78B,$221 ,3.10%
burundi,2020,$2.65B,$217 ,0.33%
burundi,2019,$2.58B,$217 ,1.81%
burundi,2018,$2.67B,$232 ,1.61%
burundi,2017,$2.72B,$244 ,0.50%
burundi,2016,$2.64B,$243 ,-0.60%
burundi,2015,$3.10B,$289 ,-3.90%
burundi,2014,$2.71B,$258 ,4.24%
burundi,2013,$2.45B,$242 ,4.92%
burundi,2012,$2.33B,$238 ,4.45%
burundi,2011,$2.24B,$236 ,4.03%
burundi,2010,$2.03B,$223 ,5.12%
burundi,2009,$1.78B,$205 ,3.81%
burundi,2008,$1.61B,$195 ,4.86%
burundi,2007,$1.36B,$171 ,3.45%
burundi,2006,$1.27B,$166 ,5.41%
burundi,2005,$1.12B,$151 ,0.90%
burundi,2004,$0.92B,$129 ,4.83%
burundi,2003,$0.78B,$114 ,-1.22%
burundi,2002,$0.83B,$124 ,4.45%
burundi,2001,$0.88B,$136 ,2.06%
burundi,2000,$0.87B,$138 ,-0.86%
burundi,1999,$0.81B,$131 ,-1.01%
burundi,1998,$0.89B,$148 ,4.75%
burundi,1997,$0.97B,$164 ,-1.59%
burundi,1996,$0.87B,$147 ,-8.00%
burundi,1995,$1.00B,$169 ,-7.92%
burundi,1994,$0.93B,$166 ,-3.83%
burundi,1993,$0.94B,$169 ,-6.24%
burundi,1992,$1.08B,$189 ,1.01%
burundi,1991,$1.17B,$209 ,5.00%
burundi,1990,$1.13B,$206 ,3.50%
burundi,1989,$1.11B,$207 ,1.35%
burundi,1988,$1.08B,$205 ,5.03%
burundi,1987,$1.13B,$219 ,5.50%
burundi,1986,$1.20B,$238 ,3.25%
burundi,1985,$1.15B,$232 ,11.78%
burundi,1984,$0.99B,$204 ,0.16%
burundi,1983,$1.08B,$229 ,3.72%
burundi,1982,$1.01B,$220 ,-1.05%
burundi,1981,$0.97B,$216 ,12.16%
burundi,1980,$0.92B,$213 ,0.99%
burundi,1979,$0.78B,$189 ,1.67%
burundi,1978,$0.61B,$151 ,-0.94%
burundi,1977,$0.55B,$139 ,11.47%
burundi,1976,$0.45B,$117 ,7.94%
burundi,1975,$0.42B,$112 ,0.70%
burundi,1974,$0.35B,$94 ,-0.73%
burundi,1973,$0.30B,$85 ,6.89%
burundi,1972,$0.25B,$69 ,-6.40%
burundi,1971,$0.25B,$71 ,2.75%
burundi,1970,$0.24B,$69 ,21.33%
burundi,1969,$0.19B,$56 ,-1.46%
burundi,1968,$0.18B,$55 ,-0.30%
burundi,1967,$0.18B,$54 ,13.82%
burundi,1966,$0.17B,$52 ,4.61%
burundi,1965,$0.16B,$51 ,3.97%
burundi,1964,$0.26B,$86 ,6.27%
burundi,1963,$0.23B,$79 ,4.14%
burundi,1962,$0.21B,$74 ,9.06%
burundi,1961,$0.20B,$72 ,-13.75%
burundi,1960,$0.20B,$71 ,%
lesotho,2023,$2.05B,$878 ,0.90%
lesotho,2022,$2.29B,$993 ,1.29%
lesotho,2021,$2.41B,"$1,055 ",1.85%
lesotho,2020,$2.05B,$911 ,-7.46%
lesotho,2019,$2.39B,"$1,074 ",-1.42%
lesotho,2018,$2.56B,"$1,163 ",-1.48%
lesotho,2017,$2.31B,"$1,063 ",-3.14%
lesotho,2016,$2.11B,$986 ,3.61%
lesotho,2015,$2.36B,"$1,114 ",3.12%
lesotho,2014,$2.44B,"$1,165 ",1.71%
lesotho,2013,$2.37B,"$1,141 ",1.79%
lesotho,2012,$2.48B,"$1,206 ",6.33%
lesotho,2011,$2.58B,"$1,266 ",4.62%
lesotho,2010,$2.23B,"$1,105 ",5.27%
lesotho,2009,$1.74B,$866 ,-1.25%
lesotho,2008,$1.77B,$886 ,5.52%
lesotho,2007,$1.68B,$848 ,4.19%
lesotho,2006,$1.80B,$911 ,4.23%
lesotho,2005,$1.68B,$851 ,3.47%
lesotho,2004,$1.51B,$761 ,1.69%
lesotho,2003,$1.16B,$581 ,4.56%
lesotho,2002,$0.78B,$388 ,0.72%
lesotho,2001,$0.83B,$413 ,3.56%
lesotho,2000,$0.89B,$444 ,3.88%
lesotho,1999,$0.91B,$458 ,0.48%
lesotho,1998,$0.93B,$468 ,1.54%
lesotho,1997,$1.00B,$506 ,3.70%
lesotho,1996,$0.95B,$484 ,5.60%
lesotho,1995,$1.00B,$518 ,3.29%
lesotho,1994,$0.88B,$460 ,5.98%
lesotho,1993,$0.84B,$443 ,3.51%
lesotho,1992,$0.83B,$447 ,6.96%
lesotho,1991,$0.70B,$385 ,6.97%
lesotho,1990,$0.60B,$332 ,6.05%
lesotho,1989,$0.50B,$280 ,5.80%
lesotho,1988,$0.47B,$271 ,8.60%
lesotho,1987,$0.40B,$237 ,0.73%
lesotho,1986,$0.32B,$192 ,4.68%
lesotho,1985,$0.27B,$166 ,2.61%
lesotho,1984,$0.33B,$212 ,5.53%
lesotho,1983,$0.39B,$253 ,1.99%
lesotho,1982,$0.35B,$234 ,4.46%
lesotho,1981,$0.43B,$300 ,0.69%
lesotho,1980,$0.43B,$307 ,-2.74%
lesotho,1979,$0.29B,$212 ,2.89%
lesotho,1978,$0.27B,$200 ,18.32%
lesotho,1977,$0.19B,$149 ,21.81%
lesotho,1976,$0.15B,$118 ,11.05%
lesotho,1975,$0.15B,$123 ,-13.51%
lesotho,1974,$0.15B,$128 ,10.98%
lesotho,1973,$0.12B,$107 ,26.40%
lesotho,1972,$0.08B,$74 ,-0.20%
lesotho,1971,$0.08B,$72 ,5.11%
lesotho,1970,$0.07B,$67 ,2.18%
lesotho,1969,$0.07B,$67 ,1.55%
lesotho,1968,$0.06B,$64 ,-0.37%
lesotho,1967,$0.06B,$64 ,10.91%
lesotho,1966,$0.06B,$64 ,-0.41%
lesotho,1965,$0.05B,$64 ,2.15%
lesotho,1964,$0.05B,$62 ,8.25%
lesotho,1963,$0.05B,$58 ,10.62%
lesotho,1962,$0.04B,$53 ,15.33%
lesotho,1961,$0.04B,$47 ,1.86%
lesotho,1960,$0.03B,$47 ,%
guinea-bissau,2023,$1.97B,$914 ,4.25%
guinea-bissau,2022,$1.71B,$814 ,4.20%
guinea-bissau,2021,$1.72B,$837 ,6.40%
guinea-bissau,2020,$1.52B,$754 ,1.50%
guinea-bissau,2019,$1.49B,$754 ,4.50%
guinea-bissau,2018,$1.55B,$807 ,3.76%
guinea-bissau,2017,$1.47B,$782 ,4.79%
guinea-bissau,2016,$1.25B,$679 ,5.31%
guinea-bissau,2015,$1.15B,$644 ,6.13%
guinea-bissau,2014,$1.14B,$651 ,0.96%
guinea-bissau,2013,$1.11B,$654 ,3.26%
guinea-bissau,2012,$1.05B,$635 ,-1.71%
guinea-bissau,2011,$1.16B,$719 ,8.09%
guinea-bissau,2010,$0.94B,$600 ,5.61%
guinea-bissau,2009,$0.89B,$583 ,2.45%
guinea-bissau,2008,$0.95B,$640 ,4.52%
guinea-bissau,2007,$0.75B,$519 ,2.56%
guinea-bissau,2006,$0.63B,$449 ,2.67%
guinea-bissau,2005,$0.64B,$464 ,6.56%
guinea-bissau,2004,$0.58B,$432 ,1.17%
guinea-bissau,2003,$0.55B,$421 ,-0.29%
guinea-bissau,2002,$0.47B,$363 ,3.65%
guinea-bissau,2001,$0.41B,$328 ,4.79%
guinea-bissau,2000,$0.39B,$318 ,1.10%
guinea-bissau,1999,$0.58B,$480 ,16.82%
guinea-bissau,1998,$0.59B,$499 ,-22.45%
guinea-bissau,1997,$0.70B,$601 ,6.50%
guinea-bissau,1996,$0.70B,$616 ,11.60%
guinea-bissau,1995,$0.66B,$591 ,4.40%
guinea-bissau,1994,$0.61B,$562 ,3.20%
guinea-bissau,1993,$0.62B,$583 ,2.10%
