Country,Trade Type,Category,Value,Year
zimbabwe,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$922.11M,2023
zimbabwe,Export,Ores slag and ash,$735.06M,2023
zimbabwe,Export,Iron and steel,$390.19M,2023
zimbabwe,Export,"Mineral fuels, oils, distillation products",$204.25M,2023
zimbabwe,Export,Sugars and sugar confectionery,$58.04M,2023
zimbabwe,Export,Raw hides and skins (other than furskins) and leather,$36.58M,2023
zimbabwe,Export,Cotton,$34.77M,2023
afghanistan,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$386.98M,2019
afghanistan,Export,"Lac, gums, resins",$115.06M,2019
afghanistan,Export,Edible vegetables and certain roots and tubers,$80.75M,2019
afghanistan,Export,"Mineral fuels, oils, distillation products",$69.57M,2019
afghanistan,Export,"Coffee, tea, mate and spices",$56.29M,2019
afghanistan,Export,"Oil seed, oleagic fruits, grain, seed, fruits",$43.34M,2019
afghanistan,Export,Cotton,$27.53M,2019
afghanistan,Export,Carpets and other textile floor coverings,$24.89M,2019
afghanistan,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$19.00M,2019
afghanistan,Export,Cereals,$8.78M,2019
armenia,Export,"Pearls, precious stones, metals, coins",$3.21B,2023
armenia,Export,"Electrical, electronic equipment",$988.16M,2023
armenia,Export,Ores slag and ash,$802.86M,2023
armenia,Export,"Vehicles other than railway, tramway",$517.15M,2023
armenia,Export,Tobacco and manufactures tobacco substitutes,$380.66M,2023
armenia,Export,"Beverages, spirits and vinegar",$377.06M,2023
armenia,Export,"Machinery, nuclear reactors, boilers",$302.57M,2023
armenia,Export,Iron and steel,$291.03M,2023
armenia,Export,"Articles of apparel, not knit or crocheted",$226.89M,2023
armenia,Export,"Optical, photo, technical, medical apparatus",$127.00M,2023
azerbaijan,Export,"Mineral fuels, oils, distillation products",$31.02B,2023
azerbaijan,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$513.49M,2023
azerbaijan,Export,Plastics,$460.79M,2023
azerbaijan,Export,Edible vegetables and certain roots and tubers,$212.41M,2023
azerbaijan,Export,Aluminum,$195.18M,2023
azerbaijan,Export,"Vehicles other than railway, tramway",$180.04M,2023
azerbaijan,Export,"Pearls, precious stones, metals, coins",$166.89M,2023
azerbaijan,Export,Cotton,$163.96M,2023
azerbaijan,Export,Organic chemicals,$91.47M,2023
azerbaijan,Export,"Machinery, nuclear reactors, boilers",$89.58M,2023
bahrain,Export,Aluminum,$4.76B,2023
bahrain,Export,Ores slag and ash,$1.84B,2023
bahrain,Export,"Machinery, nuclear reactors, boilers",$748.35M,2023
bahrain,Export,Iron and steel,$644.91M,2023
bahrain,Export,"Dairy products, eggs, honey, edible products",$504.74M,2023
bahrain,Export,Articles of iron or steel,$482.78M,2023
bahrain,Export,"Pearls, precious stones, metals, coins",$410.83M,2023
bahrain,Export,"Vehicles other than railway, tramway",$397.79M,2023
bahrain,Export,Fertilizers,$290.51M,2023
bahrain,Export,Plastics,$221.25M,2023
bangladesh,Export,"Articles of apparel, not knit or crocheted",$13.77B,2015
bangladesh,Export,"Articles of apparel, knit or crocheted",$12.77B,2015
bangladesh,Export,"Other made textile articles, sets, worn clothing",$818.60M,2015
bangladesh,Export,"Footwear, gaiters and the like,",$696.82M,2015
bangladesh,Export,"Vegetable textile fibers not specified elsewhere, paper yarn, woven fabric",$681.19M,2015
bangladesh,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$445.01M,2015
bangladesh,Export,Raw hides and skins (other than furskins) and leather,$298.99M,2015
bangladesh,Export,"Articles of leather, animal gut, harness, travel good",$293.25M,2015
bangladesh,Export,"Mineral fuels, oils, distillation products",$178.12M,2015
bangladesh,Export,"Machinery, nuclear reactors, boilers",$171.26M,2015
bhutan,Export,Iron and steel,$184.31M,2012
bhutan,Export,"Mineral fuels, oils, distillation products",$174.86M,2012
bhutan,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$59.42M,2012
bhutan,Export,"Inorganic chemicals, precious metal compound, isotope",$30.45M,2012
bhutan,Export,Copper,$24.28M,2012
bhutan,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$10.10M,2012
bhutan,Export,"Coffee, tea, mate and spices",$8.65M,2012
bhutan,Export,Edible vegetables and certain roots and tubers,$6.84M,2012
bhutan,Export,"Wood and articles of wood, wood charcoal",$6.55M,2012
bhutan,Export,Plastics,$6.05M,2012
brunei,Export,"Mineral fuels, oils, distillation products",$8.70B,2023
brunei,Export,Organic chemicals,$1.89B,2023
brunei,Export,Fertilizers,$359.04M,2023
brunei,Export,Articles of iron or steel,$64.60M,2023
brunei,Export,"Aircraft, spacecraft",$46.55M,2023
brunei,Export,"Machinery, nuclear reactors, boilers",$43.97M,2023
brunei,Export,"Optical, photo, technical, medical apparatus",$19.26M,2023
brunei,Export,"Electrical, electronic equipment",$18.93M,2023
brunei,Export,"Works of art, collectors' pieces and antiques",$16.21M,2023
brunei,Export,"Fish, crustaceans, molluscs, aquatics invertebrates",$14.24M,2023
cambodia,Export,"Articles of apparel, knit or crocheted",$5.48B,2023
cambodia,Export,"Electrical, electronic equipment",$3.13B,2023
cambodia,Export,"Articles of apparel, not knit or crocheted",$2.39B,2023
cambodia,Export,Cereals,$1.91B,2023
cambodia,Export,"Articles of leather, animal gut, harness, travel good",$1.71B,2023
cambodia,Export,"Footwear, gaiters and the like,",$1.37B,2023
cambodia,Export,Rubbers,$949.43M,2023
cambodia,Export,"Furniture, lighting signs, prefabricated buildings",$889.62M,2023
cambodia,Export,"Pearls, precious stones, metals, coins",$888.38M,2023
cambodia,Export,Edible vegetables and certain roots and tubers,$764.05M,2023
china,Export,"Electrical, electronic equipment",$896.42B,2023
china,Export,"Machinery, nuclear reactors, boilers",$510.62B,2023
china,Export,"Vehicles other than railway, tramway",$192.50B,2023
china,Export,Plastics,$131.45B,2023
china,Export,"Furniture, lighting signs, prefabricated buildings",$121.47B,2023
china,Export,Articles of iron or steel,$97.18B,2023
china,Export,"Toys, games, sports requisites",$88.50B,2023
china,Export,"Articles of apparel, knit or crocheted",$82.31B,2023
china,Export,Organic chemicals,$77.91B,2023
china,Export,"Articles of apparel, not knit or crocheted",$70.18B,2023
east-timor,Export,"Mineral fuels, oils, distillation products",$110.30M,2023
east-timor,Export,"Aircraft, spacecraft",$19.13M,2023
east-timor,Export,"Coffee, tea, mate and spices",$15.50M,2023
east-timor,Export,"Machinery, nuclear reactors, boilers",$5.75M,2023
east-timor,Export,"Ships, boats, and other floating structures",$4.22M,2023
east-timor,Export,Articles of iron or steel,$3.07M,2023
east-timor,Export,"Optical, photo, technical, medical apparatus",$819.47K,2023
east-timor,Export,"Electrical, electronic equipment",$791.33K,2023
east-timor,Export,"Oil seed, oleagic fruits, grain, seed, fruits",$635.58K,2023
east-timor,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$468.29K,2023
georgia,Export,"Vehicles other than railway, tramway",$2.26B,2023
georgia,Export,"Beverages, spirits and vinegar",$706.04M,2023
georgia,Export,Ores slag and ash,$546.97M,2023
georgia,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$206.86M,2023
georgia,Export,Iron and steel,$193.32M,2023
georgia,Export,"Mineral fuels, oils, distillation products",$163.30M,2023
georgia,Export,"Machinery, nuclear reactors, boilers",$161.45M,2023
georgia,Export,Fertilizers,$158.88M,2023
georgia,Export,Pharmaceutical products,$139.89M,2023
georgia,Export,Live animals,$131.63M,2023
hong-kong,Export,"Electrical, electronic equipment",$335.50B,2023
hong-kong,Export,"Pearls, precious stones, metals, coins",$81.50B,2023
hong-kong,Export,"Machinery, nuclear reactors, boilers",$72.78B,2023
hong-kong,Export,"Optical, photo, technical, medical apparatus",$14.45B,2023
hong-kong,Export,Clocks and watches,$6.96B,2023
hong-kong,Export,"Works of art, collectors' pieces and antiques",$6.86B,2023
hong-kong,Export,Plastics,$4.53B,2023
hong-kong,Export,"Essential oils, perfumes, cosmetics, toileteries",$4.38B,2023
hong-kong,Export,"Articles of apparel, knit or crocheted",$3.15B,2023
hong-kong,Export,"Articles of apparel, not knit or crocheted",$3.06B,2023
india,Export,"Mineral fuels, oils, distillation products",$89.33B,2023
india,Export,"Pearls, precious stones, metals, coins",$33.43B,2023
india,Export,"Electrical, electronic equipment",$32.32B,2023
india,Export,"Machinery, nuclear reactors, boilers",$29.31B,2023
india,Export,Pharmaceutical products,$21.30B,2023
india,Export,"Vehicles other than railway, tramway",$20.82B,2023
india,Export,Organic chemicals,$19.48B,2023
india,Export,Iron and steel,$11.81B,2023
india,Export,Cereals,$11.28B,2023
india,Export,Articles of iron or steel,$9.74B,2023
indonesia,Export,"Mineral fuels, oils, distillation products",$59.49B,2023
indonesia,Export,"Animal, vegetable fats and oils, cleavage products",$28.45B,2023
indonesia,Export,Iron and steel,$26.70B,2023
indonesia,Export,"Electrical, electronic equipment",$14.34B,2023
indonesia,Export,"Vehicles other than railway, tramway",$11.15B,2023
indonesia,Export,Ores slag and ash,$8.72B,2023
indonesia,Export,"Pearls, precious stones, metals, coins",$7.51B,2023
indonesia,Export,Nickel,$6.82B,2023
indonesia,Export,"Machinery, nuclear reactors, boilers",$6.46B,2023
indonesia,Export,"Footwear, gaiters and the like,",$6.44B,2023
iran,Export,"Mineral fuels, oils, distillation products",$45.60B,2022
iran,Export,Iron and steel,$6.48B,2022
iran,Export,Plastics,$5.81B,2022
iran,Export,Organic chemicals,$4.30B,2022
iran,Export,Fertilizers,$2.88B,2022
iran,Export,Copper,$1.80B,2022
iran,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$1.79B,2022
iran,Export,Aluminum,$1.21B,2022
iran,Export,Ores slag and ash,$899.50M,2022
iran,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$827.11M,2022
iraq,Export,"Mineral fuels, oils, distillation products",$43.77B,2016
iraq,Export,Raw hides and skins (other than furskins) and leather,$3.61M,2016
iraq,Export,Products of animal origin,$1.58M,2016
iraq,Export,Sugars and sugar confectionery,$146K,2016
iraq,Export,Live animals,$138K,2016
iraq,Export,"Wool, animal hair, horsehair yarn and fabric",$130K,2016
iraq,Export,"Printed books, newspapers, pictures",$80.64K,2016
iraq,Export,"Inorganic chemicals, precious metal compound, isotope",$60K,2016
iraq,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$56.7K,2016
iraq,Export,Plastics,$54.95K,2016
israel,Export,"Electrical, electronic equipment",$13.15B,2024
israel,Export,"Optical, photo, technical, medical apparatus",$7.55B,2024
israel,Export,"Pearls, precious stones, metals, coins",$6.48B,2024
israel,Export,"Machinery, nuclear reactors, boilers",$5.22B,2024
israel,Export,"Mineral fuels, oils, distillation products",$4.66B,2024
israel,Export,Miscellaneous chemical products,$2.95B,2024
israel,Export,Plastics,$2.89B,2024
israel,Export,"Aircraft, spacecraft",$2.17B,2024
israel,Export,Pharmaceutical products,$1.84B,2024
israel,Export,"Arms and ammunition, parts and accessories",$1.79B,2024
japan,Export,"Vehicles other than railway, tramway",$150.89B,2024
japan,Export,"Machinery, nuclear reactors, boilers",$125.73B,2024
japan,Export,"Electrical, electronic equipment",$101.05B,2024
japan,Export,Commodities not specified according to kind,$58.94B,2024
japan,Export,"Optical, photo, technical, medical apparatus",$36.16B,2024
japan,Export,Iron and steel,$27.37B,2024
japan,Export,Plastics,$24.68B,2024
japan,Export,"Pearls, precious stones, metals, coins",$22.93B,2024
japan,Export,Organic chemicals,$14.30B,2024
japan,Export,Copper,$13.36B,2024
jordan,Export,"Articles of apparel, knit or crocheted",$1.88B,2023
jordan,Export,"Inorganic chemicals, precious metal compound, isotope",$1.50B,2023
jordan,Export,Fertilizers,$1.45B,2023
jordan,Export,"Pearls, precious stones, metals, coins",$1.21B,2023
jordan,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$1.00B,2023
jordan,Export,Pharmaceutical products,$773.80M,2023
jordan,Export,"Electrical, electronic equipment",$331.65M,2023
jordan,Export,"Soaps, lubricants, waxes, candles, modelling pastes",$307.29M,2023
jordan,Export,Plastics,$299.12M,2023
jordan,Export,Edible vegetables and certain roots and tubers,$265.88M,2023
kazakhstan,Export,"Mineral fuels, oils, distillation products",$46.40B,2023
kazakhstan,Export,Ores slag and ash,$4.98B,2023
kazakhstan,Export,"Inorganic chemicals, precious metal compound, isotope",$4.35B,2023
kazakhstan,Export,Iron and steel,$4.35B,2023
kazakhstan,Export,Copper,$3.22B,2023
kazakhstan,Export,Cereals,$2.18B,2023
kazakhstan,Export,"Machinery, nuclear reactors, boilers",$1.79B,2023
kazakhstan,Export,"Electrical, electronic equipment",$1.18B,2023
kazakhstan,Export,"Pearls, precious stones, metals, coins",$1.11B,2023
kazakhstan,Export,"Salt, sulphur, earth, stone, plaster, lime and cement",$619.38M,2023
kuwait,Export,"Mineral fuels, oils, distillation products",$78.14B,2023
kuwait,Export,Organic chemicals,$1.65B,2023
kuwait,Export,"Vehicles other than railway, tramway",$895.13M,2023
kuwait,Export,Plastics,$683.14M,2023
kuwait,Export,"Pearls, precious stones, metals, coins",$288.26M,2023
kuwait,Export,"Electrical, electronic equipment",$270.68M,2023
kuwait,Export,"Machinery, nuclear reactors, boilers",$250.91M,2023
kuwait,Export,"Essential oils, perfumes, cosmetics, toileteries",$168.69M,2023
kuwait,Export,Miscellaneous chemical products,$165.70M,2023
kuwait,Export,"Dairy products, eggs, honey, edible products",$134.11M,2023
kyrgyzstan,Export,"Pearls, precious stones, metals, coins",$1.29B,2023
kyrgyzstan,Export,Ores slag and ash,$233.47M,2023
kyrgyzstan,Export,"Mineral fuels, oils, distillation products",$200.14M,2023
kyrgyzstan,Export,"Machinery, nuclear reactors, boilers",$195.25M,2023
kyrgyzstan,Export,"Electrical, electronic equipment",$158.00M,2023
kyrgyzstan,Export,"Vehicles other than railway, tramway",$132.11M,2023
kyrgyzstan,Export,Edible vegetables and certain roots and tubers,$88.19M,2023
kyrgyzstan,Export,Copper,$81.26M,2023
kyrgyzstan,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$67.46M,2023
kyrgyzstan,Export,Plastics,$62.95M,2023
laos,Export,"Mineral fuels, oils, distillation products",$857.94M,2020
laos,Export,Ores slag and ash,$568.75M,2020
laos,Export,"Pearls, precious stones, metals, coins",$473.86M,2020
laos,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$297.23M,2020
laos,Export,Live animals,$294.28M,2020
laos,Export,"Pulp of wood, fibrous cellulosic material, waste",$290.12M,2020
laos,Export,"Electrical, electronic equipment",$282.70M,2020
laos,Export,Edible vegetables and certain roots and tubers,$239.89M,2020
laos,Export,"Beverages, spirits and vinegar",$234.42M,2020
laos,Export,Rubbers,$215.09M,2020
lebanon,Export,"Pearls, precious stones, metals, coins",$786.30M,2023
lebanon,Export,"Vehicles other than railway, tramway",$708.77M,2023
lebanon,Export,"Electrical, electronic equipment",$423.46M,2023
lebanon,Export,"Mineral fuels, oils, distillation products",$402.96M,2023
lebanon,Export,"Machinery, nuclear reactors, boilers",$259.96M,2023
lebanon,Export,Iron and steel,$151.67M,2023
lebanon,Export,"Vegetable, fruit, nut food preparations",$108.71M,2023
lebanon,Export,"Edible fruits, nuts, peel of citrus fruit, melons",$105.50M,2023
lebanon,Export,Plastics,$103.44M,2023
lebanon,Export,"Essential oils, perfumes, cosmetics, toileteries",$92.87M,2023
macao,Export,"Electrical, electronic equipment",$323.56M,2021
macao,Export,"Pearls, precious stones, metals, coins",$245.32M,2021
macao,Export,Clocks and watches,$214.13M,2021
macao,Export,"Articles of apparel, not knit or crocheted",$120.63M,2021
macao,Export,"Articles of apparel, knit or crocheted",$90.54M,2021
macao,Export,"Articles of leather, animal gut, harness, travel good",$61.99M,2021
macao,Export,"Essential oils, perfumes, cosmetics, toileteries",$53.45M,2021
macao,Export,"Footwear, gaiters and the like,",$44.79M,2021
macao,Export,"Beverages, spirits and vinegar",$41.74M,2021
macao,Export,"Toys, games, sports requisites",$41.48M,2021
malaysia,Export,"Electrical, electronic equipment",$121.19B,2024
